PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,AgeGroup,HasCabin,Deck,FareIsZero,FareCapped,FareLog,FamilySize,IsAlone
734,0,2,male,23.0,0,0,13.0,S,Mr,Young Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
735,0,2,male,23.0,0,0,13.0,S,Mr,Young Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
736,0,3,male,28.5,0,0,16.1,S,Mr,Young Adult,0,Unknown,0,16.1,2.8390784635086144,1,1
737,0,3,female,48.0,1,3,34.375,S,Mrs,Adult,0,Unknown,0,34.375,3.5660053559634015,5,0
738,1,1,male,35.0,0,0,512.3292,C,Mr,Young Adult,1,B,0,65.6344,6.240917354759096,1,1
739,0,3,male,26.0,0,0,7.8958,S,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
740,0,3,male,26.0,0,0,7.8958,S,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
741,1,1,male,40.0,0,0,30.0,S,Mr,Adult,1,D,0,30.0,3.4339872044851463,1,1
742,0,1,male,36.0,1,0,78.85,S,Mr,Adult,1,C,0,65.6344,4.380149874661021,2,0
743,1,1,female,21.0,2,2,262.375,C,Miss,Young Adult,1,B,0,65.6344,5.5735788721243535,5,0
744,0,3,male,24.0,1,0,16.1,S,Mr,Young Adult,0,Unknown,0,16.1,2.8390784635086144,2,0
745,1,3,male,31.0,0,0,7.925,S,Mr,Young Adult,0,Unknown,0,7.925,2.188856327665703,1,1
746,0,1,male,70.0,1,1,71.0,S,Rare,Senior,1,B,0,65.6344,4.276666119016055,3,0
747,0,3,male,16.0,1,1,20.25,S,Mr,Teen,0,Unknown,0,20.25,3.056356895370426,3,0
748,1,2,female,30.0,0,0,13.0,S,Miss,Young Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
749,0,1,male,19.0,1,0,53.1,S,Mr,Young Adult,1,D,0,53.1,3.9908341858524357,2,0
750,0,3,male,31.0,0,0,7.75,Q,Mr,Young Adult,0,Unknown,0,7.75,2.169053700369523,1,1
751,1,2,female,4.0,1,1,23.0,S,Miss,Child,0,Unknown,0,23.0,3.1780538303479458,3,0
752,1,3,male,6.0,0,1,12.475,S,Master,Child,1,E,0,12.475,2.600836116795061,2,0
753,0,3,male,33.0,0,0,9.5,S,Mr,Young Adult,0,Unknown,0,9.5,2.3513752571634776,1,1
754,0,3,male,23.0,0,0,7.8958,S,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
755,1,2,female,48.0,1,2,65.0,S,Mrs,Adult,0,Unknown,0,65.0,4.189654742026425,4,0
756,1,2,male,0.67,1,1,14.5,S,Master,Child,0,Unknown,0,14.5,2.740840023925201,3,0
757,0,3,male,28.0,0,0,7.7958,S,Mr,Young Adult,0,Unknown,0,7.7958,2.174274334826008,1,1
758,0,2,male,18.0,0,0,11.5,S,Mr,Teen,0,Unknown,0,11.5,2.5257286443082556,1,1
759,0,3,male,34.0,0,0,8.05,S,Mr,Young Adult,0,Unknown,0,8.05,2.2027647577118348,1,1
760,1,1,female,33.0,0,0,86.5,S,Rare,Young Adult,1,B,0,65.6344,4.471638793363569,1,1
761,0,3,male,26.0,0,0,14.5,S,Mr,Young Adult,0,Unknown,0,14.5,2.740840023925201,1,1
762,0,3,male,41.0,0,0,7.125,S,Mr,Adult,0,Unknown,0,7.125,2.094945728215801,1,1
763,1,3,male,20.0,0,0,7.2292,C,Mr,Young Adult,0,Unknown,0,7.2292,2.1076888046179385,1,1
764,1,1,female,36.0,1,2,120.0,S,Mrs,Adult,1,B,0,65.6344,4.795790545596741,4,0
765,0,3,male,16.0,0,0,7.775,S,Mr,Teen,0,Unknown,0,7.775,2.1719067693519296,1,1
766,1,1,female,51.0,1,0,77.9583,S,Mrs,Adult,1,D,0,65.6344,4.368919865004903,2,0
767,0,1,male,49.0,0,0,39.6,C,Rare,Adult,0,Unknown,0,39.6,3.703768066607687,1,1
768,0,3,female,30.5,0,0,7.75,Q,Miss,Young Adult,0,Unknown,0,7.75,2.169053700369523,1,1
769,0,3,male,26.0,1,0,24.15,Q,Mr,Young Adult,0,Unknown,0,24.15,3.224857896545748,2,0
770,0,3,male,32.0,0,0,8.3625,S,Mr,Young Adult,0,Unknown,0,8.3625,2.236712348843338,1,1
771,0,3,male,24.0,0,0,9.5,S,Mr,Young Adult,0,Unknown,0,9.5,2.3513752571634776,1,1
772,0,3,male,48.0,0,0,7.8542,S,Mr,Adult,0,Unknown,0,7.8542,2.180891922715322,1,1
773,0,2,female,57.0,0,0,10.5,S,Mrs,Adult,1,E,0,10.5,2.4423470353692043,1,1
774,0,3,male,26.0,0,0,7.225,C,Mr,Young Adult,0,Unknown,0,7.225,2.1071782966514356,1,1
775,1,2,female,54.0,1,3,23.0,S,Mrs,Adult,0,Unknown,0,23.0,3.1780538303479458,5,0
776,0,3,male,18.0,0,0,7.75,S,Mr,Teen,0,Unknown,0,7.75,2.169053700369523,1,1
777,0,3,male,26.0,0,0,7.75,Q,Mr,Young Adult,1,F,0,7.75,2.169053700369523,1,1
778,1,3,female,5.0,0,0,12.475,S,Miss,Child,0,Unknown,0,12.475,2.600836116795061,1,1
779,0,3,male,26.0,0,0,7.7375,Q,Mr,Young Adult,0,Unknown,0,7.7375,2.1676241075599285,1,1
780,1,1,female,43.0,0,1,211.3375,S,Mrs,Adult,1,B,0,65.6344,5.35817698994543,2,0
781,1,3,female,13.0,0,0,7.2292,C,Miss,Teen,0,Unknown,0,7.2292,2.1076888046179385,1,1
782,1,1,female,17.0,1,0,57.0,S,Mrs,Teen,1,B,0,57.0,4.060443010546419,2,0
783,0,1,male,29.0,0,0,30.0,S,Mr,Young Adult,1,D,0,30.0,3.4339872044851463,1,1
784,0,3,male,26.0,1,2,23.45,S,Mr,Young Adult,0,Unknown,0,23.45,3.196630215920881,4,0
785,0,3,male,25.0,0,0,7.05,S,Mr,Young Adult,0,Unknown,0,7.05,2.0856720914304723,1,1
786,0,3,male,25.0,0,0,7.25,S,Mr,Young Adult,0,Unknown,0,7.25,2.1102132003465894,1,1
787,1,3,female,18.0,0,0,7.4958,S,Miss,Teen,0,Unknown,0,7.4958,2.139571923732859,1,1
788,0,3,male,8.0,4,1,29.125,Q,Master,Child,0,Unknown,0,29.125,3.405355391810819,6,0
789,1,3,male,1.0,1,2,20.575,S,Master,Child,0,Unknown,0,20.575,3.0715352369694915,4,0
790,0,1,male,46.0,0,0,79.2,C,Mr,Adult,1,B,0,65.6344,4.384523514872469,1,1
791,0,3,male,26.0,0,0,7.75,Q,Mr,Young Adult,0,Unknown,0,7.75,2.169053700369523,1,1
792,0,2,male,16.0,0,0,26.0,S,Mr,Teen,0,Unknown,0,26.0,3.295836866004329,1,1
793,0,3,female,18.0,8,2,69.55,S,Miss,Teen,0,Unknown,0,65.6344,4.256321678298823,11,0
794,0,1,male,40.0,0,0,30.6958,C,Mr,Adult,0,Unknown,0,30.6958,3.4561841799918147,1,1
795,0,3,male,25.0,0,0,7.8958,S,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
796,0,2,male,39.0,0,0,13.0,S,Mr,Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
797,1,1,female,49.0,0,0,25.9292,S,Rare,Adult,1,D,0,25.9292,3.2932111997353943,1,1
798,1,3,female,31.0,0,0,8.6833,S,Mrs,Young Adult,0,Unknown,0,8.6833,2.270402752283094,1,1
799,0,3,male,30.0,0,0,7.2292,C,Mr,Young Adult,0,Unknown,0,7.2292,2.1076888046179385,1,1
800,0,3,female,30.0,1,1,24.15,S,Mrs,Young Adult,0,Unknown,0,24.15,3.224857896545748,3,0
801,0,2,male,34.0,0,0,13.0,S,Mr,Young Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
802,1,2,female,31.0,1,1,26.25,S,Mrs,Young Adult,0,Unknown,0,26.25,3.305053521109253,3,0
803,1,1,male,11.0,1,2,120.0,S,Master,Child,1,B,0,65.6344,4.795790545596741,4,0
804,1,3,male,0.42,0,1,8.5167,C,Master,Child,0,Unknown,0,8.5167,2.2530481500547457,2,0
805,1,3,male,27.0,0,0,6.975,S,Mr,Young Adult,0,Unknown,0,6.975,2.076311648670908,1,1
806,0,3,male,31.0,0,0,7.775,S,Mr,Young Adult,0,Unknown,0,7.775,2.1719067693519296,1,1
807,0,1,male,39.0,0,0,0.0,S,Mr,Adult,1,A,1,0.0,0.0,1,1
808,0,3,female,18.0,0,0,7.775,S,Miss,Teen,0,Unknown,0,7.775,2.1719067693519296,1,1
809,0,2,male,39.0,0,0,13.0,S,Mr,Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
810,1,1,female,33.0,1,0,53.1,S,Mrs,Young Adult,1,E,0,53.1,3.9908341858524357,2,0
811,0,3,male,26.0,0,0,7.8875,S,Mr,Young Adult,0,Unknown,0,7.8875,2.184645795129359,1,1
812,0,3,male,39.0,0,0,24.15,S,Mr,Adult,0,Unknown,0,24.15,3.224857896545748,1,1
813,0,2,male,35.0,0,0,10.5,S,Mr,Young Adult,0,Unknown,0,10.5,2.4423470353692043,1,1
814,0,3,female,6.0,4,2,31.275,S,Miss,Child,0,Unknown,0,31.275,3.4742929367327062,7,0
815,0,3,male,30.5,0,0,8.05,S,Mr,Young Adult,0,Unknown,0,8.05,2.2027647577118348,1,1
816,0,1,male,40.0,0,0,0.0,S,Mr,Adult,1,B,1,0.0,0.0,1,1
817,0,3,female,23.0,0,0,7.925,S,Miss,Young Adult,0,Unknown,0,7.925,2.188856327665703,1,1
818,0,2,male,31.0,1,1,37.0042,C,Mr,Young Adult,0,Unknown,0,37.0042,3.637696679934592,3,0
819,0,3,male,43.0,0,0,6.45,S,Mr,Adult,0,Unknown,0,6.45,2.0082140323914683,1,1
820,0,3,male,10.0,3,2,27.9,S,Master,Child,0,Unknown,0,27.9,3.3638415951183864,6,0
821,1,1,female,52.0,1,1,93.5,S,Mrs,Adult,1,B,0,65.6344,4.548599834499697,3,0
822,1,3,male,27.0,0,0,8.6625,S,Mr,Young Adult,0,Unknown,0,8.6625,2.2682524139135403,1,1
823,0,1,male,38.0,0,0,0.0,S,Rare,Adult,0,Unknown,1,0.0,0.0,1,1
824,1,3,female,27.0,0,1,12.475,S,Mrs,Young Adult,1,E,0,12.475,2.600836116795061,2,0
825,0,3,male,2.0,4,1,39.6875,S,Master,Child,0,Unknown,0,39.6875,3.705920919968788,6,0
826,0,3,male,26.0,0,0,6.95,Q,Mr,Young Adult,0,Unknown,0,6.95,2.0731719286662407,1,1
827,0,3,male,26.0,0,0,56.4958,S,Mr,Young Adult,0,Unknown,0,56.4958,4.05171190165724,1,1
828,1,2,male,1.0,0,2,37.0042,C,Master,Child,0,Unknown,0,37.0042,3.637696679934592,3,0
829,1,3,male,26.0,0,0,7.75,Q,Mr,Young Adult,0,Unknown,0,7.75,2.169053700369523,1,1
830,1,1,female,62.0,0,0,80.0,S,Mrs,Senior,1,B,0,65.6344,4.394449154672439,1,1
831,1,3,female,15.0,1,0,14.4542,C,Mrs,Teen,0,Unknown,0,14.4542,2.737880811060884,2,0
832,1,2,male,0.83,1,1,18.75,S,Master,Child,0,Unknown,0,18.75,2.9831534913471307,3,0
833,0,3,male,26.0,0,0,7.2292,C,Mr,Young Adult,0,Unknown,0,7.2292,2.1076888046179385,1,1
834,0,3,male,23.0,0,0,7.8542,S,Mr,Young Adult,0,Unknown,0,7.8542,2.180891922715322,1,1
835,0,3,male,18.0,0,0,8.3,S,Mr,Teen,0,Unknown,0,8.3,2.2300144001592104,1,1
836,1,1,female,39.0,1,1,83.1583,C,Miss,Adult,1,E,0,65.6344,4.432699549165613,3,0
837,0,3,male,21.0,0,0,8.6625,S,Mr,Young Adult,0,Unknown,0,8.6625,2.2682524139135403,1,1
838,0,3,male,26.0,0,0,8.05,S,Mr,Young Adult,0,Unknown,0,8.05,2.2027647577118348,1,1
839,1,3,male,32.0,0,0,56.4958,S,Mr,Young Adult,0,Unknown,0,56.4958,4.05171190165724,1,1
840,1,1,male,40.0,0,0,29.7,C,Mr,Adult,1,C,0,29.7,3.4242626545931514,1,1
841,0,3,male,20.0,0,0,7.925,S,Mr,Young Adult,0,Unknown,0,7.925,2.188856327665703,1,1
842,0,2,male,16.0,0,0,10.5,S,Mr,Teen,0,Unknown,0,10.5,2.4423470353692043,1,1
843,1,1,female,30.0,0,0,31.0,C,Miss,Young Adult,0,Unknown,0,31.0,3.4657359027997265,1,1
844,0,3,male,34.5,0,0,6.4375,C,Mr,Young Adult,0,Unknown,0,6.4375,2.006534770871748,1,1
845,0,3,male,17.0,0,0,8.6625,S,Mr,Teen,0,Unknown,0,8.6625,2.2682524139135403,1,1
846,0,3,male,42.0,0,0,7.55,S,Mr,Adult,0,Unknown,0,7.55,2.145931282948669,1,1
847,0,3,male,26.0,8,2,69.55,S,Mr,Young Adult,0,Unknown,0,65.6344,4.256321678298823,11,0
848,0,3,male,35.0,0,0,7.8958,C,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
849,0,2,male,28.0,0,1,33.0,S,Rare,Young Adult,0,Unknown,0,33.0,3.5263605246161616,2,0
850,1,1,female,40.0,1,0,89.1042,C,Mrs,Adult,1,C,0,65.6344,4.500966778400217,2,0
851,0,3,male,4.0,4,2,31.275,S,Master,Child,0,Unknown,0,31.275,3.4742929367327062,7,0
852,0,3,male,74.0,0,0,7.775,S,Mr,Senior,0,Unknown,0,7.775,2.1719067693519296,1,1
853,0,3,female,9.0,1,1,15.2458,C,Miss,Child,0,Unknown,0,15.2458,2.7878344138303452,3,0
854,1,1,female,16.0,0,1,39.4,S,Miss,Teen,1,D,0,39.4,3.6988297849671046,2,0
855,0,2,female,44.0,1,0,26.0,S,Mrs,Adult,0,Unknown,0,26.0,3.295836866004329,2,0
856,1,3,female,18.0,0,1,9.35,S,Mrs,Teen,0,Unknown,0,9.35,2.336986519711378,2,0
857,1,1,female,45.0,1,1,164.8667,S,Mrs,Adult,0,Unknown,0,65.6344,5.11118445372147,3,0
858,1,1,male,51.0,0,0,26.55,S,Mr,Adult,1,E,0,26.55,3.3160025355989236,1,1
859,1,3,female,24.0,0,3,19.2583,C,Mrs,Young Adult,0,Unknown,0,19.2583,3.0085645861193133,4,0
860,0,3,male,26.0,0,0,7.2292,C,Mr,Young Adult,0,Unknown,0,7.2292,2.1076888046179385,1,1
861,0,3,male,41.0,2,0,14.1083,S,Mr,Adult,0,Unknown,0,14.1083,2.7152442616824506,3,0
862,0,2,male,21.0,1,0,11.5,S,Mr,Young Adult,0,Unknown,0,11.5,2.5257286443082556,2,0
863,1,1,female,48.0,0,0,25.9292,S,Mrs,Adult,1,D,0,25.9292,3.2932111997353943,1,1
864,0,3,female,18.0,8,2,69.55,S,Miss,Teen,0,Unknown,0,65.6344,4.256321678298823,11,0
865,0,2,male,24.0,0,0,13.0,S,Mr,Young Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
866,1,2,female,42.0,0,0,13.0,S,Mrs,Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
867,1,2,female,27.0,1,0,13.8583,C,Miss,Young Adult,0,Unknown,0,13.8583,2.698558631668595,2,0
868,0,1,male,31.0,0,0,50.4958,S,Mr,Young Adult,1,A,0,50.4958,3.941500250945973,1,1
869,0,3,male,26.0,0,0,9.5,S,Mr,Young Adult,0,Unknown,0,9.5,2.3513752571634776,1,1
870,1,3,male,4.0,1,1,11.1333,S,Master,Child,0,Unknown,0,11.1333,2.495953738718064,3,0
871,0,3,male,26.0,0,0,7.8958,S,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
872,1,1,female,47.0,1,1,52.5542,S,Mrs,Adult,1,D,0,52.5542,3.9806942251907276,3,0
873,0,1,male,33.0,0,0,5.0,S,Mr,Young Adult,1,B,0,5.0,1.791759469228055,1,1
874,0,3,male,47.0,0,0,9.0,S,Mr,Adult,0,Unknown,0,9.0,2.302585092994046,1,1
875,1,2,female,28.0,1,0,24.0,C,Mrs,Young Adult,0,Unknown,0,24.0,3.2188758248682006,2,0
876,1,3,female,15.0,0,0,7.225,C,Miss,Teen,0,Unknown,0,7.225,2.1071782966514356,1,1
877,0,3,male,20.0,0,0,9.8458,S,Mr,Young Adult,0,Unknown,0,9.8458,2.3837779082709782,1,1
878,0,3,male,19.0,0,0,7.8958,S,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
879,0,3,male,26.0,0,0,7.8958,S,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
880,1,1,female,56.0,0,1,83.1583,C,Mrs,Adult,1,C,0,65.6344,4.432699549165613,2,0
881,1,2,female,25.0,0,1,26.0,S,Mrs,Young Adult,0,Unknown,0,26.0,3.295836866004329,2,0
882,0,3,male,33.0,0,0,7.8958,S,Mr,Young Adult,0,Unknown,0,7.8958,2.1855792552411137,1,1
883,0,3,female,22.0,0,0,10.5167,S,Miss,Young Adult,0,Unknown,0,10.5167,2.4437981558973862,1,1
884,0,2,male,28.0,0,0,10.5,S,Mr,Young Adult,0,Unknown,0,10.5,2.4423470353692043,1,1
885,0,3,male,25.0,0,0,7.05,S,Mr,Young Adult,0,Unknown,0,7.05,2.0856720914304723,1,1
886,0,3,female,39.0,0,5,29.125,Q,Mrs,Adult,0,Unknown,0,29.125,3.405355391810819,6,0
887,0,2,male,27.0,0,0,13.0,S,Rare,Young Adult,0,Unknown,0,13.0,2.6390573296152584,1,1
888,1,1,female,19.0,0,0,30.0,S,Miss,Young Adult,1,B,0,30.0,3.4339872044851463,1,1
889,0,3,female,18.0,1,2,23.45,S,Miss,Teen,0,Unknown,0,23.45,3.196630215920881,4,0
890,1,1,male,26.0,0,0,30.0,C,Mr,Young Adult,1,C,0,30.0,3.4339872044851463,1,1
891,0,3,male,32.0,0,0,7.75,Q,Mr,Young Adult,0,Unknown,0,7.75,2.169053700369523,1,1
